UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*82,Drc,PENSILVANIA,"Ridgeley Formation through Coeymans Formation, undivided",Devonian,Sandstone,Siltstone,Shale; limestone; chert
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*44,MDr,PENSILVANIA,Rockwell Formation,Mississippian and Devonian,Argillaceous sandstone,Shale,Carbonaceous shale; conglomerate; diamictite
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*116,Obl,PENSILVANIA,"Benner Formation through Loysburg Formation, undivided",Ordovician,Limestone,Dolomitic limestone,"Argillaceous, dolomitic limestone; high-calcium limestone; dolomite; metabentonite"
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*121,Obf,PENSILVANIA,Bellefonte Formation,Ordovician,Dolomite,Sandstone,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*125,Oa,PENSILVANIA,Axemann Formation,Ordovician,Limestone,,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*35,Mbc,PENSILVANIA,"Burgoon Sandstone through Cuyahoga Group, undifferentiated",Mississippian,Sandstone,Shale,Siltstone; conglomerate
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*128,On,PENSILVANIA,Nittany Formation,Ordovician,Dolomite,Chert,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*130,Osl,PENSILVANIA,Stonehenge/Larke Formation,Ordovician,Limestone,Dolomite,
*82,Drc,PENSILVANIA,"Ridgeley Formation through Coeymans Formation, undivided",Devonian,Sandstone,Siltstone,Shale; limestone; chert
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*61,Dcpg,PENSILVANIA,Poplar Gap Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*133,Cg,PENSILVANIA,Gatesburg Formation,Cambrian,Dolomite,Limestone,Sandstone; chert
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*78,Doo,PENSILVANIA,"Onondaga and Old Port Formations, undivided",Devonian,Calcareous shale,Sandstone,Limestone; argillaceous limestone; chert; shale; siliceous siltstone; bentonite
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*37,Mp,PENSILVANIA,Pocono Formation,Mississippian,Sandstone,Siltstone,Conglomerate
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*53,Dcd,PENSILVANIA,Duncannon Member of Catskill Formation,Devonian,Sandstone,Siltstone,Mudstone; conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
